Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
PartyOnboardingPersonal,Chrome 76.0.3809.100,,,2019-08-21 18:40:29,2019-08-21 18:52:20,11m - 51.685s,INCOMPLETE
,,,,,,,
Test Cases/Login,Chrome 76.0.3809.100,"user: user31
Pass: user31",,2019-08-21 18:40:29,2019-08-21 18:40:44,15.221s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 76.0.3809.100,,,2019-08-21 18:40:29,2019-08-21 18:40:30,0.279s,PASSED
logger = new com.kms.katalon.core.util.KeywordUtil(),Chrome 76.0.3809.100,,,2019-08-21 18:40:30,2019-08-21 18:40:30,0.008s,PASSED
loginPage = new pageObjects.LoginPage(),Chrome 76.0.3809.100,,,2019-08-21 18:40:30,2019-08-21 18:40:30,0.054s,PASSED
"logger.logInfo(""Login - Step01 - Open browser"")",Chrome 76.0.3809.100,,,2019-08-21 18:40:30,2019-08-21 18:40:30,0.003s,PASSED
"loginPage.openBrowser(url, active)",Chrome 76.0.3809.100,,,2019-08-21 18:40:30,2019-08-21 18:40:42,11.974s,PASSED
"logger.logInfo(""Login - Step02 - Input Username"")",Chrome 76.0.3809.100,,,2019-08-21 18:40:42,2019-08-21 18:40:42,0.002s,PASSED
"loginPage.inputUsername(username, active)",Chrome 76.0.3809.100,,,2019-08-21 18:40:42,2019-08-21 18:40:43,0.285s,PASSED
"logger.logInfo(""Login - Step03 - Input Password"")",Chrome 76.0.3809.100,,,2019-08-21 18:40:43,2019-08-21 18:40:43,0.002s,PASSED
"loginPage.inputPassword(password, active)",Chrome 76.0.3809.100,,,2019-08-21 18:40:43,2019-08-21 18:40:43,0.149s,PASSED
"logger.logInfo(""Login - Step04 - Click Sign In button"")",Chrome 76.0.3809.100,,,2019-08-21 18:40:43,2019-08-21 18:40:43,0.001s,PASSED
loginPage.clickSingin(active),Chrome 76.0.3809.100,,,2019-08-21 18:40:43,2019-08-21 18:40:44,1.462s,PASSED
"logger.logInfo(""Login - wait load page"")",Chrome 76.0.3809.100,,,2019-08-21 18:40:44,2019-08-21 18:40:44,0.002s,PASSED
loginPage.waitLoadPage(active),Chrome 76.0.3809.100,,,2019-08-21 18:40:44,2019-08-21 18:40:44,0.107s,PASSED
,,,,,,,
Test Cases/DataPreparation/PartyOnboardingEnterprise,Chrome 76.0.3809.100,,,2019-08-21 18:40:44,2019-08-21 18:43:23,2m - 38.554s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 76.0.3809.100,,,2019-08-21 18:40:46,2019-08-21 18:40:46,0.009s,PASSED
log = new com.kms.katalon.core.util.KeywordUtil(),Chrome 76.0.3809.100,,,2019-08-21 18:40:46,2019-08-21 18:40:46,0.002s,PASSED
partyOnboardingEnterprise = new pageObjects.PartyOnboarding(),Chrome 76.0.3809.100,,,2019-08-21 18:40:46,2019-08-21 18:40:46,0.130s,PASSED
delay(3),Chrome 76.0.3809.100,,,2019-08-21 18:40:46,2019-08-21 18:40:49,3.037s,PASSED
"log.logInfo(""--- Open Party Onboarding in Menu Search ---"")",Chrome 76.0.3809.100,,,2019-08-21 18:40:49,2019-08-21 18:40:49,0.001s,PASSED
partyOnboardingEnterprise.inputPartyOnboardingMenuSearch(),Chrome 76.0.3809.100,,,2019-08-21 18:40:49,2019-08-21 18:40:50,0.568s,PASSED
"log.logInfo(""/---------------Party Onboarding---------------/"")",Chrome 76.0.3809.100,,,2019-08-21 18:40:50,2019-08-21 18:40:50,0.001s,PASSED
"log.logInfo(""--- Input Local Global ---"")",Chrome 76.0.3809.100,,,2019-08-21 18:40:50,2019-08-21 18:40:50,0.003s,PASSED
partyOnboardingEnterprise.inputLocalGlobal(s01_localglobal),Chrome 76.0.3809.100,,,2019-08-21 18:40:50,2019-08-21 18:40:52,1.816s,PASSED
"log.logInfo(""--- Input Party Type ---"")",Chrome 76.0.3809.100,,,2019-08-21 18:40:52,2019-08-21 18:40:52,0.001s,PASSED
partyOnboardingEnterprise.inputPartyType(s01_partytype),Chrome 76.0.3809.100,,,2019-08-21 18:40:52,2019-08-21 18:40:52,0.359s,PASSED
"log.logInfo(""--- Input Party Sub Type ---"")",Chrome 76.0.3809.100,,,2019-08-21 18:40:52,2019-08-21 18:40:52,0.001s,PASSED
partyOnboardingEnterprise.inputPartySubType(s01_partysubtype),Chrome 76.0.3809.100,,,2019-08-21 18:40:52,2019-08-21 18:40:54,2.200s,PASSED
